chapter,official,url,local,local_title,match
51. Archive Modules,51.1. Initialization Functions,https://www.postgresql.org/docs/15/archive-module-init.html,server-programming/51.-archive-modules/51.1.-initialization-functions.md,51.1. Initialization Functions,title/path
51. Archive Modules,51.2. Archive Module Callbacks,https://www.postgresql.org/docs/15/archive-module-callbacks.html,server-programming/51.-archive-modules/51.2.-archive-module-callbacks.md,51.2. Archive Module Callbacks,title/path
52. PostgreSQL 的內部架構,52.1. The Path of a Query,https://www.postgresql.org/docs/15/query-path.html,internals/overview-of-postgresql-internals/the-path-of-a-query.md,52.1. 處理查詢語句的流程,title/path
52. PostgreSQL 的內部架構,52.2. How Connections Are Established,https://www.postgresql.org/docs/15/connect-estab.html,internals/overview-of-postgresql-internals/how-connections-are-established.md,52.2. How Connections Are Established,title/path
52. PostgreSQL 的內部架構,52.3. The Parser Stage,https://www.postgresql.org/docs/15/parser-stage.html,internals/overview-of-postgresql-internals/the-parser-stage.md,52.3. The Parser Stage,title/path
52. PostgreSQL 的內部架構,52.4. The PostgreSQL Rule System,https://www.postgresql.org/docs/15/rule-system.html,internals/overview-of-postgresql-internals/50.4.-the-postgresql-rule-system.md,52.4. The PostgreSQL Rule System,title/path
52. PostgreSQL 的內部架構,52.5. Planner/Optimizer,https://www.postgresql.org/docs/15/planner-optimizer.html,internals/overview-of-postgresql-internals/planner-optimizer.md,52.5. Planner/Optimizer,title/path
52. PostgreSQL 的內部架構,52.6. Executor,https://www.postgresql.org/docs/15/executor.html,internals/overview-of-postgresql-internals/executor.md,52.6. Executor,title/path
53. 系統資訊目錄,53.3. pg_am,https://www.postgresql.org/docs/15/catalog-pg-am.html,internals/system-catalogs/pg_am.md,51.3. pg_am,title/path
53. 系統資訊目錄,53.7. pg_attribute,https://www.postgresql.org/docs/15/catalog-pg-attribute.html,internals/system-catalogs/pg_attribute.md,51.7. pg_attribute,title/path
53. 系統資訊目錄,53.8. pg_authid,https://www.postgresql.org/docs/15/catalog-pg-authid.html,internals/system-catalogs/pg_authid.md,51.8. pg_authid,title/path
53. 系統資訊目錄,53.9. pg_auth_members,https://www.postgresql.org/docs/15/catalog-pg-auth-members.html,internals/system-catalogs/pg_auth_members.md,51.9. pg_auth_members,title/path
53. 系統資訊目錄,53.10. pg_cast,https://www.postgresql.org/docs/15/catalog-pg-cast.html,internals/system-catalogs/pg_cast.md,51.10. pg_cast,title/path
53. 系統資訊目錄,53.11. pg_class,https://www.postgresql.org/docs/15/catalog-pg-class.html,internals/system-catalogs/pg_class.md,51.11 pg_class,title/path
53. 系統資訊目錄,53.12. pg_collation,https://www.postgresql.org/docs/15/catalog-pg-collation.html,internals/system-catalogs/pg_collation.md,51.12. pg_collation,title/path
53. 系統資訊目錄,53.13. pg_constraint,https://www.postgresql.org/docs/15/catalog-pg-constraint.html,internals/system-catalogs/pg_constraint.md,51.13. pg_constraint,title/path
53. 系統資訊目錄,53.15. pg_database,https://www.postgresql.org/docs/15/catalog-pg-database.html,internals/system-catalogs/pg_database.md,51.15 pg_database,title/path
53. 系統資訊目錄,53.21. pg_event_trigger,https://www.postgresql.org/docs/15/catalog-pg-event-trigger.html,internals/system-catalogs/pg_event_trigger.md,51.21. pg_event_trigger,title/path
53. 系統資訊目錄,53.22. pg_extension,https://www.postgresql.org/docs/15/catalog-pg-extension.html,internals/system-catalogs/pg_extension.md,51.22. pg_extension,title/path
53. 系統資訊目錄,53.26. pg_index,https://www.postgresql.org/docs/15/catalog-pg-index.html,internals/system-catalogs/pg_index.md,51.26 pg_index,title/path
53. 系統資訊目錄,53.29. pg_language,https://www.postgresql.org/docs/15/catalog-pg-language.html,internals/system-catalogs/pg_language.md,51.29. pg_language,title/path
53. 系統資訊目錄,53.32. pg_namespace,https://www.postgresql.org/docs/15/catalog-pg-namespace.html,internals/system-catalogs/pg_namespace.md,51.32. pg_namespace,title/path
53. 系統資訊目錄,53.33. pg_opclass,https://www.postgresql.org/docs/15/catalog-pg-opclass.html,internals/system-catalogs/pg_opclass.md,51.33. pg_opclass,title/path
53. 系統資訊目錄,53.38. pg_policy,https://www.postgresql.org/docs/15/catalog-pg-policy.html,internals/system-catalogs/pg_policy.md,51.38. pg_policy,title/path
53. 系統資訊目錄,53.39. pg_proc,https://www.postgresql.org/docs/15/catalog-pg-proc.html,internals/system-catalogs/pg_proc.md,51.39. pg_proc,title/path
53. 系統資訊目錄,53.45. pg_rewrite,https://www.postgresql.org/docs/15/catalog-pg-rewrite.html,internals/system-catalogs/51.44.-pg_rewrite.md,51.44. pg_rewrite,title/path
53. 系統資訊目錄,53.51. pg_statistic,https://www.postgresql.org/docs/15/catalog-pg-statistic.html,internals/system-catalogs/pg_statistic.md,51.49. pg_statistic,title/path
53. 系統資訊目錄,53.52. pg_statistic_ext,https://www.postgresql.org/docs/15/catalog-pg-statistic-ext.html,internals/system-catalogs/pg_statistic_ext.md,51.50. pg_statistic_ext,title/path
53. 系統資訊目錄,53.54. pg_subscription,https://www.postgresql.org/docs/15/catalog-pg-subscription.html,internals/system-catalogs/pg_subscription.md,51.52. pg_subscription,title/path
53. 系統資訊目錄,53.55. pg_subscription_rel,https://www.postgresql.org/docs/15/catalog-pg-subscription-rel.html,internals/system-catalogs/pg_subscription_rel.md,51.53. pg_subscription_rel,title/path
53. 系統資訊目錄,53.56. pg_tablespace,https://www.postgresql.org/docs/15/catalog-pg-tablespace.html,internals/system-catalogs/51.54.-pg_tablespace.md,51.54. pg_tablespace,title/path
53. 系統資訊目錄,53.58. pg_trigger,https://www.postgresql.org/docs/15/catalog-pg-trigger.html,internals/system-catalogs/51.56.-pg_trigger.md,51.56. pg_trigger,title/path
53. 系統資訊目錄,53.64. pg_type,https://www.postgresql.org/docs/15/catalog-pg-type.html,internals/system-catalogs/pg_type.md,51.62. pg_type,title/path
53. 系統資訊目錄,53.1. Overview,https://www.postgresql.org/docs/15/catalogs-overview.html,,,unmapped-review
53. 系統資訊目錄,53.2. pg_aggregate,https://www.postgresql.org/docs/15/catalog-pg-aggregate.html,,,unmapped-review
53. 系統資訊目錄,53.4. pg_amop,https://www.postgresql.org/docs/15/catalog-pg-amop.html,,,unmapped-review
53. 系統資訊目錄,53.5. pg_amproc,https://www.postgresql.org/docs/15/catalog-pg-amproc.html,,,unmapped-review
53. 系統資訊目錄,53.6. pg_attrdef,https://www.postgresql.org/docs/15/catalog-pg-attrdef.html,,,unmapped-review
53. 系統資訊目錄,53.14. pg_conversion,https://www.postgresql.org/docs/15/catalog-pg-conversion.html,,,unmapped-review
53. 系統資訊目錄,53.16. pg_db_role_setting,https://www.postgresql.org/docs/15/catalog-pg-db-role-setting.html,,,unmapped-review
53. 系統資訊目錄,53.17. pg_default_acl,https://www.postgresql.org/docs/15/catalog-pg-default-acl.html,,,unmapped-review
53. 系統資訊目錄,53.18. pg_depend,https://www.postgresql.org/docs/15/catalog-pg-depend.html,,,unmapped-review
53. 系統資訊目錄,53.19. pg_description,https://www.postgresql.org/docs/15/catalog-pg-description.html,,,unmapped-review
53. 系統資訊目錄,53.20. pg_enum,https://www.postgresql.org/docs/15/catalog-pg-enum.html,,,unmapped-review
53. 系統資訊目錄,53.23. pg_foreign_data_wrapper,https://www.postgresql.org/docs/15/catalog-pg-foreign-data-wrapper.html,,,unmapped-review
53. 系統資訊目錄,53.24. pg_foreign_server,https://www.postgresql.org/docs/15/catalog-pg-foreign-server.html,,,unmapped-review
53. 系統資訊目錄,53.25. pg_foreign_table,https://www.postgresql.org/docs/15/catalog-pg-foreign-table.html,,,unmapped-review
53. 系統資訊目錄,53.27. pg_inherits,https://www.postgresql.org/docs/15/catalog-pg-inherits.html,,,unmapped-review
53. 系統資訊目錄,53.28. pg_init_privs,https://www.postgresql.org/docs/15/catalog-pg-init-privs.html,,,unmapped-review
53. 系統資訊目錄,53.30. pg_largeobject,https://www.postgresql.org/docs/15/catalog-pg-largeobject.html,,,unmapped-review
53. 系統資訊目錄,53.31. pg_largeobject_metadata,https://www.postgresql.org/docs/15/catalog-pg-largeobject-metadata.html,,,unmapped-review
53. 系統資訊目錄,53.34. pg_operator,https://www.postgresql.org/docs/15/catalog-pg-operator.html,,,unmapped-review
53. 系統資訊目錄,53.35. pg_opfamily,https://www.postgresql.org/docs/15/catalog-pg-opfamily.html,,,unmapped-review
53. 系統資訊目錄,53.36. pg_parameter_acl,https://www.postgresql.org/docs/15/catalog-pg-parameter-acl.html,,,unmapped-review
53. 系統資訊目錄,53.37. pg_partitioned_table,https://www.postgresql.org/docs/15/catalog-pg-partitioned-table.html,,,unmapped-review
53. 系統資訊目錄,53.40. pg_publication,https://www.postgresql.org/docs/15/catalog-pg-publication.html,,,unmapped-review
53. 系統資訊目錄,53.41. pg_publication_namespace,https://www.postgresql.org/docs/15/catalog-pg-publication-namespace.html,,,unmapped-review
53. 系統資訊目錄,53.42. pg_publication_rel,https://www.postgresql.org/docs/15/catalog-pg-publication-rel.html,,,unmapped-review
53. 系統資訊目錄,53.43. pg_range,https://www.postgresql.org/docs/15/catalog-pg-range.html,,,unmapped-review
53. 系統資訊目錄,53.44. pg_replication_origin,https://www.postgresql.org/docs/15/catalog-pg-replication-origin.html,,,unmapped-review
53. 系統資訊目錄,53.46. pg_seclabel,https://www.postgresql.org/docs/15/catalog-pg-seclabel.html,,,unmapped-review
53. 系統資訊目錄,53.47. pg_sequence,https://www.postgresql.org/docs/15/catalog-pg-sequence.html,,,unmapped-review
53. 系統資訊目錄,53.48. pg_shdepend,https://www.postgresql.org/docs/15/catalog-pg-shdepend.html,,,unmapped-review
53. 系統資訊目錄,53.49. pg_shdescription,https://www.postgresql.org/docs/15/catalog-pg-shdescription.html,,,unmapped-review
53. 系統資訊目錄,53.50. pg_shseclabel,https://www.postgresql.org/docs/15/catalog-pg-shseclabel.html,,,unmapped-review
53. 系統資訊目錄,53.53. pg_statistic_ext_data,https://www.postgresql.org/docs/15/catalog-pg-statistic-ext-data.html,,,unmapped-review
53. 系統資訊目錄,53.57. pg_transform,https://www.postgresql.org/docs/15/catalog-pg-transform.html,,,unmapped-review
53. 系統資訊目錄,53.59. pg_ts_config,https://www.postgresql.org/docs/15/catalog-pg-ts-config.html,,,unmapped-review
53. 系統資訊目錄,53.60. pg_ts_config_map,https://www.postgresql.org/docs/15/catalog-pg-ts-config-map.html,,,unmapped-review
53. 系統資訊目錄,53.61. pg_ts_dict,https://www.postgresql.org/docs/15/catalog-pg-ts-dict.html,,,unmapped-review
53. 系統資訊目錄,53.62. pg_ts_parser,https://www.postgresql.org/docs/15/catalog-pg-ts-parser.html,,,unmapped-review
53. 系統資訊目錄,53.63. pg_ts_template,https://www.postgresql.org/docs/15/catalog-pg-ts-template.html,,,unmapped-review
53. 系統資訊目錄,53.65. pg_user_mapping,https://www.postgresql.org/docs/15/catalog-pg-user-mapping.html,,,unmapped-review
54. System Views,54.1. Overview,https://www.postgresql.org/docs/15/views-overview.html,internals/system-views/overview.md,54.1. Overview,title/path
54. System Views,54.19. pg_replication_slots,https://www.postgresql.org/docs/15/view-pg-replication-slots.html,internals/system-views/pg_replication_slots.md,54.19. pg_replication_slots,title/path
54. System Views,54.20. pg_roles,https://www.postgresql.org/docs/15/view-pg-roles.html,internals/system-views/pg_roles.md,54.20 pg_roles,title/path
54. System Views,54.24. pg_settings,https://www.postgresql.org/docs/15/view-pg-settings.html,internals/system-views/pg_settings.md,54.24. pg_settings,title/path
54. System Views,54.25. pg_shadow,https://www.postgresql.org/docs/15/view-pg-shadow.html,internals/system-views/pg_shadow.md,54.25. pg_shadow,title/path
54. System Views,54.26. pg_shmem_allocations,https://www.postgresql.org/docs/15/view-pg-shmem-allocations.html,internals/system-views/pg_shmem_allocations.md,54.26. pg_shmem_allocations,title/path
54. System Views,54.27. pg_stats,https://www.postgresql.org/docs/15/view-pg-stats.html,internals/system-views/pg_stats.md,54.27. pg_stats,title/path
54. System Views,54.30. pg_tables,https://www.postgresql.org/docs/15/view-pg-tables.html,internals/system-views/pg_tables.md,54.30. pg_tables,title/path
54. System Views,54.31. pg_timezone_abbrevs,https://www.postgresql.org/docs/15/view-pg-timezone-abbrevs.html,internals/54.-system-views/pg_timezone_abbrevs.md,54.31. pg_timezone_abbrevs,title/path
54. System Views,54.32. pg_timezone_names,https://www.postgresql.org/docs/15/view-pg-timezone-names.html,internals/54.-system-views/pg_timezone_names.md,54.32. pg_timezone_names,title/path
54. System Views,54.33. pg_user,https://www.postgresql.org/docs/15/view-pg-user.html,internals/system-catalogs/pg_user.md,54.33. pg_user,title/path
54. System Views,54.35. pg_views,https://www.postgresql.org/docs/15/view-pg-views.html,internals/system-views/pg_views.md,54.35. pg_views,title/path
54. System Views,54.2. pg_available_extensions,https://www.postgresql.org/docs/15/view-pg-available-extensions.html,internals/system-catalogs/pg_available_extensions.md,51.66. pg_available_extensions,other-chapter-review
54. System Views,54.3. pg_available_extension_versions,https://www.postgresql.org/docs/15/view-pg-available-extension-versions.html,internals/system-catalogs/pg_available_extension_versions.md,51.67. pg_available_extension_versions,other-chapter-review
54. System Views,54.4. pg_backend_memory_contexts,https://www.postgresql.org/docs/15/view-pg-backend-memory-contexts.html,,,unmapped-review
54. System Views,54.5. pg_config,https://www.postgresql.org/docs/15/view-pg-config.html,,,unmapped-review
54. System Views,54.6. pg_cursors,https://www.postgresql.org/docs/15/view-pg-cursors.html,,,unmapped-review
54. System Views,54.7. pg_file_settings,https://www.postgresql.org/docs/15/view-pg-file-settings.html,,,unmapped-review
54. System Views,54.8. pg_group,https://www.postgresql.org/docs/15/view-pg-group.html,,,unmapped-review
54. System Views,54.9. pg_hba_file_rules,https://www.postgresql.org/docs/15/view-pg-hba-file-rules.html,internals/system-catalogs/pg_hba_file_rules.md,51.71. pg_hba_file_rules,other-chapter-review
54. System Views,54.10. pg_ident_file_mappings,https://www.postgresql.org/docs/15/view-pg-ident-file-mappings.html,,,unmapped-review
54. System Views,54.11. pg_indexes,https://www.postgresql.org/docs/15/view-pg-indexes.html,internals/system-catalogs/pg_indexes.md,51.72. pg_indexes,other-chapter-review
54. System Views,54.12. pg_locks,https://www.postgresql.org/docs/15/view-pg-locks.html,internals/system-catalogs/pg_locks.md,51.73. pg_locks,other-chapter-review
54. System Views,54.13. pg_matviews,https://www.postgresql.org/docs/15/view-pg-matviews.html,,,unmapped-review
54. System Views,54.14. pg_policies,https://www.postgresql.org/docs/15/view-pg-policies.html,,,unmapped-review
54. System Views,54.15. pg_prepared_statements,https://www.postgresql.org/docs/15/view-pg-prepared-statements.html,,,unmapped-review
54. System Views,54.16. pg_prepared_xacts,https://www.postgresql.org/docs/15/view-pg-prepared-xacts.html,internals/system-catalogs/pg_prepared_xacts.md,51.77. pg_prepared_xacts,other-chapter-review
54. System Views,54.17. pg_publication_tables,https://www.postgresql.org/docs/15/view-pg-publication-tables.html,,,unmapped-review
54. System Views,54.18. pg_replication_origin_status,https://www.postgresql.org/docs/15/view-pg-replication-origin-status.html,internals/system-catalogs/51.79.-pg_replication_origin_status.md,51.79. pg_replication_origin_status,other-chapter-review
54. System Views,54.21. pg_rules,https://www.postgresql.org/docs/15/view-pg-rules.html,,,unmapped-review
54. System Views,54.22. pg_seclabels,https://www.postgresql.org/docs/15/view-pg-seclabels.html,,,unmapped-review
54. System Views,54.23. pg_sequences,https://www.postgresql.org/docs/15/view-pg-sequences.html,,,unmapped-review
54. System Views,54.28. pg_stats_ext,https://www.postgresql.org/docs/15/view-pg-stats-ext.html,,,unmapped-review
54. System Views,54.29. pg_stats_ext_exprs,https://www.postgresql.org/docs/15/view-pg-stats-ext-exprs.html,,,unmapped-review
54. System Views,54.34. pg_user_mappings,https://www.postgresql.org/docs/15/view-pg-user-mappings.html,,,unmapped-review
55. Frontend/Backend Protocol,55.1. Overview,https://www.postgresql.org/docs/15/protocol-overview.html,internals/52.-frontend-backend-protocol/overview.md,52.1. Overview,title/path
55. Frontend/Backend Protocol,55.2. Message Flow,https://www.postgresql.org/docs/15/protocol-flow.html,internals/52.-frontend-backend-protocol/52.2.-message-flow.md,52.2. Message Flow,title/path
55. Frontend/Backend Protocol,55.3. SASL Authentication,https://www.postgresql.org/docs/15/sasl-authentication.html,internals/52.-frontend-backend-protocol/52.3.-sasl-authentication.md,52.3. SASL Authentication,title/path
55. Frontend/Backend Protocol,55.4. Streaming Replication Protocol,https://www.postgresql.org/docs/15/protocol-replication.html,internals/52.-frontend-backend-protocol/streaming-replication-protocol.md,52.4. Streaming Replication Protocol,title/path
55. Frontend/Backend Protocol,55.5. Logical Streaming Replication Protocol,https://www.postgresql.org/docs/15/protocol-logical-replication.html,internals/52.-frontend-backend-protocol/52.5.-logical-streaming-replication-protocol.md,52.5. Logical Streaming Replication Protocol,title/path
55. Frontend/Backend Protocol,55.6. Message Data Types,https://www.postgresql.org/docs/15/protocol-message-types.html,internals/52.-frontend-backend-protocol/52.6.-message-data-types.md,52.6. Message Data Types,title/path
55. Frontend/Backend Protocol,55.7. Message Formats,https://www.postgresql.org/docs/15/protocol-message-formats.html,internals/52.-frontend-backend-protocol/52.7.-message-formats.md,52.7. Message Formats,title/path
55. Frontend/Backend Protocol,55.8. Error and Notice Message Fields,https://www.postgresql.org/docs/15/protocol-error-fields.html,internals/52.-frontend-backend-protocol/52.8.-error-and-notice-message-fields.md,52.8. Error and Notice Message Fields,title/path
55. Frontend/Backend Protocol,55.9. Logical Replication Message Formats,https://www.postgresql.org/docs/15/protocol-logicalrep-message-formats.html,internals/52.-frontend-backend-protocol/52.9.-logical-replication-message-formats.md,52.9. Logical Replication Message Formats,title/path
55. Frontend/Backend Protocol,55.10. Summary of Changes since Protocol 2.0,https://www.postgresql.org/docs/15/protocol-changes.html,internals/52.-frontend-backend-protocol/52.10.-summary-of-changes-since-protocol-2.0.md,52.10. Summary of Changes since Protocol 2.0,title/path
56. PostgreSQL 程式撰寫慣例,56.1. Formatting,https://www.postgresql.org/docs/15/source-format.html,internals/postgresql-coding-conventions/54.1.-formatting.md,53.1. Formatting,title/path
56. PostgreSQL 程式撰寫慣例,56.2. Reporting Errors Within the Server,https://www.postgresql.org/docs/15/error-message-reporting.html,internals/postgresql-coding-conventions/54.2.-reporting-errors-within-the-server.md,53.2. Reporting Errors Within the Server,title/path
56. PostgreSQL 程式撰寫慣例,56.3. Error Message Style Guide,https://www.postgresql.org/docs/15/error-style-guide.html,internals/postgresql-coding-conventions/54.3.-error-message-style-guide.md,53.3. Error Message Style Guide,title/path
56. PostgreSQL 程式撰寫慣例,56.4. Miscellaneous Coding Conventions,https://www.postgresql.org/docs/15/source-conventions.html,internals/postgresql-coding-conventions/54.4.-miscellaneous-coding-conventions.md,53.4. Miscellaneous Coding Conventions,title/path
57. Native Language Support,57.1. For the Translator,https://www.postgresql.org/docs/15/nls-translator.html,internals/native-language-support/for-the-translator.md,54.1. For the Translator,title/path
57. Native Language Support,57.2. For the Programmer,https://www.postgresql.org/docs/15/nls-programmer.html,internals/native-language-support/for-the-programmer.md,54.2. For the Programmer,title/path
59. Writing a Foreign Data Wrapper,59.1. Foreign Data Wrapper Functions,https://www.postgresql.org/docs/15/fdw-functions.html,internals/writing-a-foreign-data-wrapper/foreign-data-wrapper-functions.md,56.1. Foreign Data Wrapper Functions,title/path
59. Writing a Foreign Data Wrapper,59.2. Foreign Data Wrapper Callback Routines,https://www.postgresql.org/docs/15/fdw-callbacks.html,internals/writing-a-foreign-data-wrapper/foreign-data-wrapper-callback-routines.md,56.2. Foreign Data Wrapper Callback Routines,title/path
59. Writing a Foreign Data Wrapper,59.3. Foreign Data Wrapper Helper Functions,https://www.postgresql.org/docs/15/fdw-helpers.html,internals/writing-a-foreign-data-wrapper/foreign-data-wrapper-helper-functions.md,56.3. Foreign Data Wrapper Helper Functions,title/path
59. Writing a Foreign Data Wrapper,59.4. Foreign Data Wrapper Query Planning,https://www.postgresql.org/docs/15/fdw-planning.html,internals/writing-a-foreign-data-wrapper/foreign-data-wrapper-query-planning.md,56.4. Foreign Data Wrapper Query Planning,title/path
59. Writing a Foreign Data Wrapper,59.5. Row Locking in Foreign Data Wrappers,https://www.postgresql.org/docs/15/fdw-row-locking.html,internals/writing-a-foreign-data-wrapper/row-locking-in-foreign-data-wrappers.md,56.5. Row Locking in Foreign Data Wrappers,title/path
60. Writing a Table Sampling Method,60.1. Sampling Method Support Functions,https://www.postgresql.org/docs/15/tablesample-support-functions.html,,,unmapped-review
61. Writing a Custom Scan Provider,61.1. Creating Custom Scan Paths,https://www.postgresql.org/docs/15/custom-scan-path.html,,,unmapped-review
61. Writing a Custom Scan Provider,61.2. Creating Custom Scan Plans,https://www.postgresql.org/docs/15/custom-scan-plan.html,,,unmapped-review
61. Writing a Custom Scan Provider,61.3. Executing Custom Scans,https://www.postgresql.org/docs/15/custom-scan-execution.html,,,unmapped-review
62. Genetic Query Optimizer,62.1. Query Handling as a Complex Optimization Problem,https://www.postgresql.org/docs/15/geqo-intro.html,internals/genetic-query-optimizer/query-handling-as-a-complex-optimization-problem.md,59.1. Query Handling as a Complex Optimization Problem,title/path
62. Genetic Query Optimizer,62.2. Genetic Algorithms,https://www.postgresql.org/docs/15/geqo-intro2.html,internals/genetic-query-optimizer/genetic-algorithms.md,59.2. Genetic Algorithms,title/path
62. Genetic Query Optimizer,62.3. Genetic Query Optimization (GEQO) in PostgreSQL,https://www.postgresql.org/docs/15/geqo-pg-intro.html,internals/genetic-query-optimizer/genetic-query-optimization-geqo-in-postgresql.md,59.3. Genetic Query Optimization (GEQO) in PostgreSQL,title/path
62. Genetic Query Optimizer,62.4. Further Reading,https://www.postgresql.org/docs/15/geqo-biblio.html,internals/genetic-query-optimizer/further-reading.md,59.4. Further Reading,title/path
64. Index Access Method Interface Definition,64.1. Basic API Structure for Indexes,https://www.postgresql.org/docs/15/index-api.html,,,unmapped-review
64. Index Access Method Interface Definition,64.2. Index Access Method Functions,https://www.postgresql.org/docs/15/index-functions.html,,,unmapped-review
64. Index Access Method Interface Definition,64.3. Index Scanning,https://www.postgresql.org/docs/15/index-scanning.html,,,unmapped-review
64. Index Access Method Interface Definition,64.4. Index Locking Considerations,https://www.postgresql.org/docs/15/index-locking.html,,,unmapped-review
64. Index Access Method Interface Definition,64.5. Index Uniqueness Checks,https://www.postgresql.org/docs/15/index-unique-checks.html,,,unmapped-review
64. Index Access Method Interface Definition,64.6. Index Cost Estimation Functions,https://www.postgresql.org/docs/15/index-cost-estimation.html,,,unmapped-review
67. B-Tree Indexes,67.1. Introduction,https://www.postgresql.org/docs/15/btree-intro.html,internals/b-tree-indexes/introduction.md,67.1. Introduction,title/path
67. B-Tree Indexes,67.2. Behavior of B-Tree Operator Classes,https://www.postgresql.org/docs/15/btree-behavior.html,internals/b-tree-indexes/behavior-of-b-tree-operator-classes.md,67.2. Behavior of B-Tree Operator Classes,title/path
67. B-Tree Indexes,67.3. B-Tree Support Functions,https://www.postgresql.org/docs/15/btree-support-funcs.html,internals/b-tree-indexes/b-tree-support-functions.md,67.3. B-Tree Support Functions,title/path
67. B-Tree Indexes,67.4. Implementation,https://www.postgresql.org/docs/15/btree-implementation.html,internals/b-tree-indexes/implementation.md,67.4. Implementation,title/path
68. GiST Indexes,68.1. Introduction,https://www.postgresql.org/docs/15/gist-intro.html,internals/gist-indexes/introduction.md,64.1. Introduction,title/path
68. GiST Indexes,68.2. Built-in Operator Classes,https://www.postgresql.org/docs/15/gist-builtin-opclasses.html,internals/gist-indexes/built-in-operator-classes.md,64.2. Built-in Operator Classes,title/path
68. GiST Indexes,68.3. Extensibility,https://www.postgresql.org/docs/15/gist-extensibility.html,internals/gist-indexes/extensibility.md,64.3. Extensibility,title/path
68. GiST Indexes,68.4. Implementation,https://www.postgresql.org/docs/15/gist-implementation.html,internals/gist-indexes/implementation.md,64.4. Implementation,title/path
68. GiST Indexes,68.5. Examples,https://www.postgresql.org/docs/15/gist-examples.html,internals/gist-indexes/examples.md,64.5. Examples,title/path
69. SP-GiST Indexes,69.1. Introduction,https://www.postgresql.org/docs/15/spgist-intro.html,internals/sp-gist-indexes/introduction.md,65.1. Introduction,title/path
69. SP-GiST Indexes,69.2. Built-in Operator Classes,https://www.postgresql.org/docs/15/spgist-builtin-opclasses.html,internals/sp-gist-indexes/built-in-operator-classes.md,65.2. Built-in Operator Classes,title/path
69. SP-GiST Indexes,69.3. Extensibility,https://www.postgresql.org/docs/15/spgist-extensibility.html,internals/sp-gist-indexes/extensibility.md,65.3. Extensibility,title/path
69. SP-GiST Indexes,69.4. Implementation,https://www.postgresql.org/docs/15/spgist-implementation.html,internals/sp-gist-indexes/implementation.md,65.4. Implementation,title/path
69. SP-GiST Indexes,69.5. Examples,https://www.postgresql.org/docs/15/spgist-examples.html,internals/sp-gist-indexes/examples.md,65.5. Examples,title/path
70. GIN 索引,70.1. Introduction,https://www.postgresql.org/docs/15/gin-intro.html,internals/gin-indexes/introduction.md,70.1. 簡介,title/path
70. GIN 索引,70.2. Built-in Operator Classes,https://www.postgresql.org/docs/15/gin-builtin-opclasses.html,internals/gin-indexes/built-in-operator-classes.md,70.2. 內建運算子類,title/path
70. GIN 索引,70.3. Extensibility,https://www.postgresql.org/docs/15/gin-extensibility.html,internals/gin-indexes/extensibility.md,70.3. 延伸介面,title/path
70. GIN 索引,70.4. Implementation,https://www.postgresql.org/docs/15/gin-implementation.html,internals/gin-indexes/implementation.md,70.4. 實作說明,title/path
70. GIN 索引,70.5. GIN Tips and Tricks,https://www.postgresql.org/docs/15/gin-tips.html,internals/gin-indexes/gin-tips-and-tricks.md,70.5. GIN 小技巧,title/path
70. GIN 索引,70.6. Limitations,https://www.postgresql.org/docs/15/gin-limit.html,internals/gin-indexes/limitations.md,70.6. 限制,title/path
70. GIN 索引,70.7. Examples,https://www.postgresql.org/docs/15/gin-examples.html,internals/gin-indexes/examples.md,70.7. 範例,title/path
71. BRIN Indexes,71.1. Introduction,https://www.postgresql.org/docs/15/brin-intro.html,internals/brin/introduction.md,67.1. Introduction,title/path
71. BRIN Indexes,71.2. Built-in Operator Classes,https://www.postgresql.org/docs/15/brin-builtin-opclasses.html,internals/brin/built-in-operator-classes.md,67.2. Built-in Operator Classes,title/path
71. BRIN Indexes,71.3. Extensibility,https://www.postgresql.org/docs/15/brin-extensibility.html,internals/brin/extensibility.md,67.3. Extensibility,title/path
72. Hash Indexes,72.1. Overview,https://www.postgresql.org/docs/15/hash-intro.html,,,unmapped-review
72. Hash Indexes,72.2. Implementation,https://www.postgresql.org/docs/15/hash-implementation.html,,,unmapped-review
73. 資料庫實體儲存格式,73.1. Database File Layout,https://www.postgresql.org/docs/15/storage-file-layout.html,internals/database-physical-storage/database-file-layout.md,73.1. Database File Layout,title/path
73. 資料庫實體儲存格式,73.2. TOAST,https://www.postgresql.org/docs/15/storage-toast.html,internals/database-physical-storage/toast.md,73.3. TOAST,title/path
73. 資料庫實體儲存格式,73.3. Free Space Map,https://www.postgresql.org/docs/15/storage-fsm.html,internals/database-physical-storage/free-space-map.md,68.3. Free Space Map,title/path
73. 資料庫實體儲存格式,73.4. Visibility Map,https://www.postgresql.org/docs/15/storage-vm.html,internals/database-physical-storage/visibility-map.md,68.4 可視性映射表（Visibility Map）,title/path
73. 資料庫實體儲存格式,73.5. The Initialization Fork,https://www.postgresql.org/docs/15/storage-init.html,internals/database-physical-storage/the-initialization-fork.md,68.5. The Initialization Fork,title/path
73. 資料庫實體儲存格式,73.6. Database Page Layout,https://www.postgresql.org/docs/15/storage-page-layout.html,internals/database-physical-storage/database-page-layout.md,68.6. Database Page Layout,title/path
73. 資料庫實體儲存格式,73.7. Heap-Only Tuples (HOT),https://www.postgresql.org/docs/15/storage-hot.html,,,unmapped-review
